file,error,num_incorrect_squares,num_incorrect_corners,occupancy_classification_mistakes,piece_classification_mistakes,actual_num_pieces,predicted_num_pieces,time_corner_detection,time_occupancy_classification,time_piece_classification,time_prepare_results
1652.png,None,0,0,0,0,31,31,0.13077843841165304,0.05078231729567051,0.23751664906740189,0.00010220613330602646
1592.png,None,0,0,0,0,15,15,0.14073723834007978,0.0508093424141407,0.11816533468663692,7.29067251086235e-05
3867.png,None,0,0,0,0,28,28,0.13506915979087353,0.05082681588828564,0.21412553545087576,9.773485362529755e-05
1268.png,None,0,0,0,0,32,32,0.13280113693326712,0.05168784596025944,0.24750876985490322,0.00010361894965171814
2478.png,None,0,0,0,0,13,13,0.13076383341103792,0.05101338867098093,0.10670435149222612,6.893742829561234e-05
1517.png,None,0,0,0,0,26,26,0.13757598400115967,0.05077899433672428,0.19923711009323597,9.472575038671494e-05
1468.png,None,0,0,0,0,7,7,0.1304954681545496,0.051058948040008545,0.06327200401574373,5.675014108419418e-05
3451.png,None,0,0,0,0,5,5,0.12528812419623137,0.0509991105645895,0.04627999570220709,5.3443945944309235e-05
2886.png,None,0,0,0,0,18,18,0.12466782703995705,0.050659324042499065,0.14382221829146147,7.817242294549942e-05
4622.png,None,0,0,0,0,16,16,0.13146525342017412,0.05006621778011322,0.12327753938734531,7.41397961974144e-05
3859.png,None,0,0,0,0,30,30,0.13744905218482018,0.05084773059934378,0.23094510566443205,0.00010568089783191681
2053.png,None,0,0,0,0,30,30,0.13281030394136906,0.05043771304190159,0.24407698679715395,0.00010072439908981323
0857.png,None,0,0,0,0,11,11,0.11790570057928562,0.05071036610752344,0.08834784384816885,6.48200511932373e-05
0256.png,None,0,0,0,0,22,22,0.13656213972717524,0.05045366659760475,0.1813237238675356,8.651707321405411e-05
1627.png,None,0,0,0,0,11,11,0.1295565627515316,0.052146757021546364,0.09791622590273619,6.6426582634449e-05
2629.png,None,0,0,0,0,19,19,0.12761129718273878,0.05028058774769306,0.1495938841253519,8.069071918725967e-05
0405.png,None,0,0,0,0,28,28,0.13967748451977968,0.05014537554234266,0.22640373185276985,9.64384526014328e-05
1985.png,None,0,0,0,0,13,13,0.13120836205780506,0.05070957262068987,0.10725103411823511,7.035210728645325e-05
4703.png,None,0,0,0,0,28,28,0.11979124043136835,0.050158120691776276,0.21427484974265099,9.696092456579208e-05
0991.png,None,0,0,0,0,24,24,0.13013890013098717,0.05043247900903225,0.18591845873743296,8.842069655656815e-05
2315.png,None,0,0,0,0,7,7,0.12141104973852634,0.05095804575830698,0.06266370508819818,5.6131742894649506e-05
2002.png,None,0,0,0,0,17,17,0.12885823007673025,0.05007790122181177,0.14635201543569565,7.543247193098068e-05
2818.png,None,0,0,0,0,28,28,0.1266015339642763,0.05099555756896734,0.21340926177799702,9.659957140684128e-05
3035.png,None,0,0,0,0,8,8,0.13023291155695915,0.05004869680851698,0.06844290904700756,5.839020013809204e-05
2665.png,None,0,0,0,0,32,32,0.13789613544940948,0.050229134038090706,0.24404022563248873,0.00010561291128396988
4469.png,None,0,0,0,0,31,31,0.1355157233774662,0.05040854774415493,0.2403384717181325,0.00010263267904520035
2327.png,None,0,0,0,0,16,16,0.13766243774443865,0.05159540846943855,0.12654152046889067,7.390975952148438e-05
2993.png,None,0,0,0,0,10,10,0.12230205349624157,0.05009822268038988,0.09442927408963442,6.360746920108795e-05
0067.png,None,0,0,0,0,31,31,0.13274536281824112,0.05047586094588041,0.23999153543263674,0.00010423175990581512
4297.png,None,0,0,0,0,16,16,0.1236216714605689,0.05130420811474323,0.12567523308098316,7.353350520133972e-05
0331.png,None,0,0,0,0,16,16,0.12389657739549875,0.05024563614279032,0.12362045049667358,7.536914199590683e-05
3996.png,None,0,0,0,0,32,32,0.1300499103963375,0.05017627961933613,0.26062710117548704,0.00010286644101142883
4252.png,None,1,0,1,0,23,22,0.13692128285765648,0.05116715282201767,0.17114056460559368,8.456595242023468e-05
0912.png,None,0,0,0,0,13,13,0.12389615830034018,0.0502107972279191,0.12131844647228718,6.930902600288391e-05
3004.png,None,0,0,0,0,30,30,0.1380370194092393,0.05010307673364878,0.2311794450506568,9.942799806594849e-05
1409.png,None,0,0,0,0,20,20,0.1217481205239892,0.050956579856574535,0.15729940496385098,8.072797209024429e-05
0317.png,None,0,0,0,0,31,31,0.1452297419309616,0.0511622978374362,0.24235177133232355,0.00010624341666698456
0352.png,None,0,0,0,0,30,30,0.12416765093803406,0.05092763714492321,0.24844877608120441,0.00010133907198905945
2337.png,None,0,0,0,0,27,27,0.13615159690380096,0.05145477410405874,0.2101539745926857,9.488873183727264e-05
0746.png,None,0,0,0,0,28,28,0.1211281530559063,0.05027254205197096,0.21348087303340435,9.82796773314476e-05
1612.png,None,0,0,0,0,16,16,0.1318527003750205,0.05102452635765076,0.12531243916600943,7.520336657762527e-05
3757.png,None,0,0,0,0,28,28,0.13906410709023476,0.05022927559912205,0.22363697085529566,9.854976087808609e-05
3498.png,None,0,0,0,0,28,28,0.12650266289710999,0.04998342040926218,0.23131414223462343,9.470805525779724e-05
3564.png,None,0,0,0,0,32,32,0.13569847494363785,0.05047725234180689,0.2592539321631193,0.0001040920615196228
2089.png,None,0,0,0,0,15,15,0.12866842839866877,0.05019472632557154,0.11894061136990786,7.290765643119812e-05
2999.png,None,0,0,0,0,12,12,0.12128996942192316,0.0500045632943511,0.11136931739747524,6.771460175514221e-05
2332.png,None,0,0,0,0,30,30,0.13603630755096674,0.05028039962053299,0.22986995056271553,9.948108345270157e-05
2272.png,None,0,0,0,0,9,9,0.11972128041088581,0.05021968111395836,0.07589699793606997,6.130896508693695e-05
0958.png,None,0,0,0,0,15,15,0.1333562657237053,0.05013975780457258,0.1317265247926116,7.295235991477966e-05
1473.png,None,1,0,1,0,20,19,0.12590645719319582,0.050047172233462334,0.15123152919113636,7.918570190668106e-05
0111.png,None,0,0,0,0,21,21,0.1248245406895876,0.049999103881418705,0.16230608895421028,8.402299135923386e-05
0895.png,None,0,0,0,0,13,13,0.1401497647166252,0.05028467532247305,0.10565796960145235,6.894301623106003e-05
3899.png,None,0,0,0,0,30,30,0.14146544598042965,0.05010758154094219,0.22933587152510881,0.0001002410426735878
1564.png,None,0,0,0,0,13,13,0.12515890691429377,0.05029739439487457,0.10602475516498089,6.853416562080383e-05
3955.png,None,0,0,0,0,26,26,0.13493568822741508,0.050059386529028416,0.19794463831931353,9.351503103971481e-05
3811.png,None,1,0,1,0,30,29,0.1307164542376995,0.05012847110629082,0.21793277841061354,9.711179882287979e-05
3781.png,None,0,0,0,0,20,20,0.11900540627539158,0.05038295779377222,0.171931441873312,8.429121226072311e-05
0901.png,None,0,0,0,0,23,23,0.13173248432576656,0.05082337744534016,0.17586941737681627,8.919928222894669e-05
3756.png,None,0,0,0,0,15,15,0.12890643812716007,0.0506192147731781,0.1190735436975956,7.325597107410431e-05
1534.png,None,1,0,1,0,25,24,0.13427575211971998,0.05014061089605093,0.19782024715095758,8.965376764535904e-05
4254.png,None,0,0,0,0,28,28,0.12894599605351686,0.05074847023934126,0.21516036428511143,9.794719517230988e-05
2238.png,None,0,0,0,0,32,32,0.13801378477364779,0.05081166606396437,0.2471528211608529,0.00010445620864629745
1350.png,None,0,0,0,0,20,20,0.13433953188359737,0.05013495031744242,0.16825415659695864,8.202996104955673e-05
0135.png,None,0,0,0,0,17,17,0.13420016132295132,0.05103579629212618,0.13423557672649622,7.663015276193619e-05
0450.png,None,0,0,0,0,21,21,0.1300937421619892,0.05095817055553198,0.16416745632886887,8.395407348871231e-05
3882.png,None,0,0,0,0,26,26,0.12434469722211361,0.05041523929685354,0.21369453892111778,9.228754788637161e-05
1525.png,None,0,0,0,0,8,8,0.1202092356979847,0.05079028755426407,0.06820199731737375,5.811825394630432e-05
1852.png,None,0,0,0,0,22,22,0.1350496681407094,0.050032587721943855,0.1682581827044487,8.735340088605881e-05
0556.png,None,0,0,0,0,11,11,0.1335940007120371,0.050225608982145786,0.08681873884052038,6.384309381246567e-05
0832.png,None,0,0,0,0,15,15,0.13074846472591162,0.0501224622130394,0.11739285010844469,7.309671491384506e-05
2295.png,None,0,0,0,0,28,28,0.1334166144952178,0.05076601542532444,0.21533588040620089,9.758025407791138e-05
0983.png,None,0,0,0,0,18,18,0.1330117667093873,0.05026968941092491,0.1434282846748829,7.956568151712418e-05
2097.png,None,0,0,0,0,15,15,0.12334784865379333,0.05057086423039436,0.11733506713062525,7.297005504369736e-05
4814.png,None,0,0,0,0,19,19,0.12004821840673685,0.05019227508455515,0.16360930260270834,8.142087608575821e-05
2513.png,None,0,0,0,0,9,9,0.11645351443439722,0.05016061291098595,0.08945570606738329,6.226543337106705e-05
1814.png,None,0,0,0,0,26,26,0.12267053686082363,0.0501166507601738,0.19821976125240326,9.461026638746262e-05
3326.png,None,0,0,0,0,24,24,0.13220633193850517,0.050228578969836235,0.18573356978595257,9.037554264068604e-05
4789.png,None,0,0,0,0,30,30,0.14536594599485397,0.050846779718995094,0.2343792524188757,0.00010074581950902939
0335.png,None,0,0,0,0,11,11,0.11713016498833895,0.05071328207850456,0.0998561941087246,6.775371730327606e-05
2308.png,None,0,0,0,0,26,26,0.13818862289190292,0.050184414722025394,0.19856881257146597,9.322445839643478e-05
1057.png,None,0,0,0,0,5,5,0.13414205983281136,0.05078702699393034,0.04584026336669922,5.2073970437049866e-05
4319.png,None,0,0,0,0,30,30,0.13858787715435028,0.050165750086307526,0.24535973649471998,0.00010239798575639725
3257.png,None,0,0,0,0,19,19,0.13789160922169685,0.051646046340465546,0.1522513683885336,8.108280599117279e-05
0781.png,None,0,0,0,0,11,11,0.13732406497001648,0.05011417903006077,0.10004220996052027,6.396975368261337e-05
0786.png,None,0,0,0,0,9,9,0.12096161115914583,0.049932471476495266,0.07565308082848787,6.224028766155243e-05
2894.png,None,0,0,0,0,30,30,0.13582071103155613,0.05064765550196171,0.2335150297731161,0.00010053068399429321
0453.png,None,0,0,0,0,24,24,0.1337296711280942,0.05057647451758385,0.1994951944798231,8.900649845600128e-05
0908.png,None,1,0,1,0,5,4,0.11396555043756962,0.050416240468621254,0.03746053110808134,4.9307942390441895e-05
4363.png,None,0,0,0,0,20,20,0.13563583325594664,0.05096711777150631,0.15729246195405722,8.1673264503479e-05
3175.png,None,0,0,0,0,16,16,0.13073028717190027,0.05016969330608845,0.12481161300092936,7.474422454833984e-05
2429.png,None,0,0,0,0,12,12,0.12539543025195599,0.05004212073981762,0.11119271535426378,6.680749356746674e-05
0470.png,None,1,0,1,0,28,29,0.1295442022383213,0.05011600535362959,0.21959642972797155,9.871367365121841e-05
4041.png,None,0,0,0,0,9,9,0.12765749730169773,0.050925604067742825,0.07778017036616802,6.079860031604767e-05
2775.png,None,0,0,0,0,7,7,0.13362873252481222,0.05031847395002842,0.07345183193683624,5.633104592561722e-05
1137.png,None,0,0,0,0,32,32,0.1368675511330366,0.050832098349928856,0.24685638304799795,0.00010559335350990295
1470.png,None,0,0,0,0,11,11,0.13751121517270803,0.05036157928407192,0.09954282362014055,6.420910358428955e-05
2112.png,None,0,0,0,0,29,29,0.13883889000862837,0.050168042071163654,0.23166815284639597,0.00010004080832004547
1889.png,None,0,0,0,0,30,30,0.1229346115142107,0.050353795289993286,0.2304833810776472,0.0001010894775390625
1389.png,None,0,0,0,0,12,12,0.13713493011891842,0.050744691863656044,0.09921266604214907,6.753206253051758e-05
1080.png,None,1,0,1,0,32,31,0.13256870582699776,0.050879182294011116,0.23675009235739708,0.00010344758629798889
3887.png,None,0,0,0,0,11,11,0.1322789266705513,0.05079342890530825,0.08893963508307934,6.501376628875732e-05
0623.png,None,0,0,0,0,12,12,0.13220189325511456,0.0507383244112134,0.09849183913320303,6.717443466186523e-05
1897.png,None,0,0,0,0,24,24,0.13527959119528532,0.05090488772839308,0.18611877597868443,8.96872952580452e-05
3263.png,None,0,0,0,0,28,28,0.1387592190876603,0.05086878966540098,0.21467182226479053,9.772367775440216e-05
0536.png,None,0,0,0,0,23,23,0.13057584781199694,0.05065094958990812,0.17508658301085234,8.788984268903732e-05
4180.png,None,0,0,0,0,16,16,0.12163846381008625,0.05044245906174183,0.1391132241114974,7.453002035617828e-05
0040.png,None,0,0,0,0,18,18,0.1320097791031003,0.05060367379337549,0.14461578615009785,7.816683501005173e-05
0777.png,None,0,0,0,0,20,20,0.1263042762875557,0.05217287875711918,0.16533220000565052,8.123647421598434e-05
3305.png,None,0,0,0,0,18,18,0.13206749875098467,0.05119992885738611,0.14279528427869081,9.306147694587708e-05
0046.png,None,0,0,0,0,28,28,0.12921692710369825,0.05027841869741678,0.2121289884671569,0.0001002410426735878
0632.png,None,0,0,0,0,28,28,0.12752780504524708,0.050402247346937656,0.2274628020823002,9.517651051282883e-05
2186.png,None,0,0,0,0,32,32,0.1354873813688755,0.05022200848907232,0.24497719760984182,0.00010326877236366272
0589.png,None,0,0,0,0,26,26,0.12844421062618494,0.05094333551824093,0.19897950440645218,9.32076945900917e-05
3232.png,None,0,0,0,0,24,24,0.12353767547756433,0.05030764639377594,0.20218430645763874,8.956529200077057e-05
0974.png,None,0,0,0,0,24,24,0.12838824931532145,0.0500494372099638,0.1850054757669568,8.902698755264282e-05
3892.png,None,0,0,0,0,16,16,0.137910982593894,0.050642821937799454,0.12510335445404053,7.458403706550598e-05
0695.png,None,0,0,0,0,31,31,0.1385724125429988,0.05092664994299412,0.24119034223258495,0.00010278820991516113
2126.png,None,0,0,0,0,32,32,0.12481001578271389,0.05147028528153896,0.2473063077777624,0.00010429508984088898
3037.png,None,0,0,0,0,26,26,0.13836681563407183,0.05110273137688637,0.1992495423182845,9.27681103348732e-05
0697.png,None,0,0,0,0,18,18,0.13557816669344902,0.0501081058755517,0.1562047889456153,7.666926831007004e-05
3382.png,None,0,0,0,0,30,30,0.13699429295957088,0.05018274765461683,0.24315324891358614,0.0001019081100821495
3973.png,None,0,0,0,0,15,15,0.12343212217092514,0.05087077617645264,0.13314290158450603,7.248762995004654e-05
1664.png,None,0,0,0,0,16,16,0.12938904017210007,0.050295328721404076,0.12349188048392534,7.49826431274414e-05
3619.png,None,0,0,0,0,26,26,0.12521884869784117,0.050858491100370884,0.19946250598877668,9.337440133094788e-05
2748.png,None,0,0,0,0,8,8,0.12304518930613995,0.050200870260596275,0.08384682610630989,5.8941543102264404e-05
3701.png,None,0,0,0,0,31,31,0.117341591976583,0.05028058588504791,0.25591640919446945,0.0001036524772644043
1572.png,None,0,0,0,0,24,24,0.13731748331338167,0.05145861953496933,0.18751704134047031,9.081978350877762e-05
1972.png,None,0,0,0,0,11,11,0.13643785193562508,0.05025345366448164,0.1011371873319149,6.531365215778351e-05
2058.png,None,1,0,1,0,24,25,0.13183321803808212,0.05021162051707506,0.19099197443574667,9.141582995653152e-05
2704.png,None,0,0,0,0,24,24,0.12867904175072908,0.05090888496488333,0.1856319746002555,8.848961442708969e-05
2987.png,None,0,0,0,0,6,6,0.13294429518282413,0.0506290178745985,0.057202961295843124,5.498621612787247e-05
1934.png,None,0,0,0,0,30,30,0.1419209921732545,0.05006365943700075,0.23345285560935736,0.00010018609464168549
2060.png,None,0,0,0,0,22,22,0.13852212950587273,0.05105282459408045,0.18266904540359974,8.649379014968872e-05
3618.png,None,0,0,0,0,26,26,0.12241196632385254,0.05016694404184818,0.2129382835701108,9.447522461414337e-05
4309.png,None,0,0,0,0,27,27,0.13904984015971422,0.050462814047932625,0.2196867587044835,9.497348219156265e-05
0881.png,None,0,0,0,0,26,26,0.13585889898240566,0.05023286119103432,0.19798397552222013,9.35206189751625e-05
4095.png,None,0,0,0,0,19,19,0.13239341136068106,0.050807817839086056,0.15110595896840096,7.929187268018723e-05
1398.png,None,0,0,0,0,15,15,0.13169631361961365,0.050180292688310146,0.13229769747704268,7.216725498437881e-05
1567.png,None,0,0,0,0,22,22,0.11938398331403732,0.05091239605098963,0.16994081903249025,8.557457476854324e-05
0600.png,None,0,0,0,0,23,23,0.12940171174705029,0.050135133787989616,0.18922229576855898,8.921884000301361e-05
4338.png,None,0,0,0,0,16,16,0.1245157653465867,0.05045236926525831,0.12403446063399315,7.288064807653427e-05
4587.png,None,0,0,0,0,23,23,0.13701945636421442,0.05058642756193876,0.17567523196339607,8.832011371850967e-05
0782.png,None,1,0,1,0,16,15,0.12671435810625553,0.05079585872590542,0.11948155425488949,7.233396172523499e-05
3131.png,None,0,0,0,0,28,28,0.12642704881727695,0.05107985436916351,0.21348118130117655,9.712297469377518e-05
4318.png,None,1,0,1,0,16,15,0.13028754014521837,0.05034169182181358,0.1341263372451067,7.294677197933197e-05
3875.png,None,0,0,0,0,32,32,0.13775579631328583,0.0500600878149271,0.24380304384976625,0.00010499544441699982
0601.png,None,1,0,1,0,26,27,0.13682600017637014,0.050118258222937584,0.20618373528122902,9.778514504432678e-05
0560.png,None,0,0,0,0,27,27,0.13154830504208803,0.05091458931565285,0.20552837662398815,9.576883167028427e-05
2751.png,None,0,0,0,0,23,23,0.13481269776821136,0.0502393851056695,0.18761567678302526,8.600391447544098e-05
1926.png,None,0,0,0,0,13,13,0.1335168546065688,0.05019847955554724,0.10582044254988432,6.927177309989929e-05
0639.png,None,0,0,0,0,19,19,0.12284690700471401,0.05021385569125414,0.16630413196980953,8.013658225536346e-05
3710.png,None,0,0,0,0,14,14,0.12580130342394114,0.050106230191886425,0.1253633927553892,7.031112909317017e-05
4737.png,None,0,0,0,0,19,19,0.13694389536976814,0.05014539696276188,0.14895985089242458,8.009932935237885e-05
3855.png,None,0,0,0,0,25,25,0.13753568939864635,0.050522455945611,0.20513433124870062,9.072199463844299e-05
0814.png,None,0,0,0,0,26,26,0.13233179971575737,0.050149706192314625,0.1977669894695282,9.430199861526489e-05
3447.png,None,0,0,0,0,21,21,0.13601182773709297,0.05010271165519953,0.16120762657374144,8.435547351837158e-05
0160.png,None,0,0,0,0,16,16,0.13152982760220766,0.050051284953951836,0.13879119418561459,7.507670670747757e-05
2212.png,None,0,0,0,0,10,10,0.1303794477134943,0.05104171298444271,0.08231552224606276,6.229337304830551e-05
0735.png,None,0,0,0,0,19,19,0.12229757383465767,0.050107600167393684,0.14920536056160927,7.874239236116409e-05
1730.png,None,0,0,0,0,6,6,0.12941310368478298,0.050148370675742626,0.055238014087080956,5.5987387895584106e-05
2222.png,None,0,0,0,0,16,16,0.13217195216566324,0.050373476929962635,0.13683658465743065,7.501058280467987e-05
0036.png,None,0,0,0,0,16,16,0.1333969458937645,0.050669533200562,0.12529482319951057,7.5560063123703e-05
1172.png,None,0,0,0,0,18,18,0.1376689113676548,0.05089047085493803,0.1471804454922676,7.802248001098633e-05
3390.png,None,0,0,0,0,6,6,0.12401142157614231,0.050059420987963676,0.05511472560465336,5.469098687171936e-05
1461.png,None,0,0,0,0,8,8,0.13625874556601048,0.05071857571601868,0.06893010623753071,5.84600493311882e-05
0121.png,None,0,0,0,0,27,27,0.13864180352538824,0.05008707195520401,0.20627189707010984,9.6173956990242e-05
0837.png,None,0,0,0,0,26,26,0.13199444394558668,0.05038674548268318,0.21255866903811693,9.311176836490631e-05
4762.png,None,0,0,0,0,22,22,0.1329547641798854,0.050228956155478954,0.16840127110481262,8.541624993085861e-05
2396.png,None,0,0,0,0,19,19,0.134217182174325,0.05035011935979128,0.1653209300711751,8.023064583539963e-05
4876.png,None,0,0,0,0,30,30,0.1325176553800702,0.050779915414750576,0.23391776345670223,0.00010012276470661163
0069.png,None,0,0,0,0,28,28,0.12303401716053486,0.05108709167689085,0.2292656796053052,9.825732558965683e-05
4054.png,None,0,0,0,0,30,30,0.12592333741486073,0.0501363230869174,0.2339656325057149,0.00010086782276630402
2557.png,None,0,0,0,0,25,25,0.13830099627375603,0.05138055421411991,0.19496468640863895,9.30512323975563e-05
1081.png,None,0,0,0,0,26,26,0.13382364995777607,0.050182681530714035,0.2071497794240713,9.21366736292839e-05
4446.png,None,0,0,0,0,19,19,0.12339103501290083,0.05131092760711908,0.15157683193683624,8.12578946352005e-05
1905.png,None,0,0,0,0,14,14,0.13009138591587543,0.05010014958679676,0.12638777866959572,6.86040148139e-05
0441.png,None,0,0,0,0,12,12,0.13580898754298687,0.05022769421339035,0.09731071349233389,6.647780537605286e-05
4385.png,None,0,0,0,0,18,18,0.12510981503874063,0.05063043162226677,0.1441698530688882,7.899198681116104e-05
3430.png,None,0,0,0,0,15,15,0.12866203859448433,0.050266372971236706,0.13435578905045986,7.330626249313354e-05
3714.png,None,0,0,0,0,18,18,0.12347495090216398,0.05067548528313637,0.14465961419045925,7.835961878299713e-05
3421.png,None,0,0,0,0,20,20,0.1351478286087513,0.05002468079328537,0.1543709570541978,8.072704076766968e-05
4533.png,None,0,0,0,0,19,19,0.12075989320874214,0.05085903499275446,0.1513970997184515,8.152332156896591e-05
3173.png,None,0,0,0,0,22,22,0.1208987683057785,0.0501052075996995,0.1843393612653017,8.544046431779861e-05
2351.png,None,0,0,0,0,20,20,0.11891060322523117,0.050257954746484756,0.1716400496661663,8.179713040590286e-05
3911.png,None,0,0,0,0,17,17,0.1329675978049636,0.05021115764975548,0.13126604724675417,7.55898654460907e-05
0910.png,None,0,0,0,0,28,28,0.13518085982650518,0.050788563676178455,0.2143979426473379,9.772274643182755e-05
0162.png,None,0,0,0,0,22,22,0.13515670225024223,0.05035984143614769,0.16881612036377192,8.742231875658035e-05
0882.png,None,0,0,0,0,30,30,0.12111433781683445,0.05019843112677336,0.24852864909917116,0.00010054651647806168
4883.png,None,0,0,0,0,25,25,0.12632150389254093,0.050866627134382725,0.19429951813071966,9.069405496120453e-05
4352.png,None,0,0,0,0,21,21,0.12832706421613693,0.05080685019493103,0.16343113407492638,8.298177272081375e-05
0467.png,None,0,0,0,0,25,25,0.13284457381814718,0.05033015459775925,0.2059822017326951,9.276717901229858e-05
4351.png,None,0,0,0,0,20,20,0.11782873328775167,0.0502169756218791,0.1555207995697856,8.27442854642868e-05
3287.png,None,1,0,1,0,25,24,0.13242651987820864,0.050947180949151516,0.18706672079861164,8.979160338640213e-05
4568.png,None,0,0,0,0,19,19,0.1349021214991808,0.050064428709447384,0.1496864492073655,8.161552250385284e-05
1639.png,None,0,0,0,0,22,22,0.13709845673292875,0.050095164217054844,0.18362164963036776,8.546654134988785e-05
3428.png,None,0,0,0,0,11,11,0.11810217332094908,0.05018500704318285,0.08689944539219141,6.489083170890808e-05
3048.png,None,0,0,0,0,5,5,0.13318446092307568,0.0506479823961854,0.045691752806305885,5.269888788461685e-05
0138.png,None,0,0,0,0,12,12,0.12963045947253704,0.049997538328170776,0.09797074925154448,6.747525185346603e-05
3870.png,None,0,0,0,0,32,32,0.12492703832685947,0.05106171313673258,0.2455388130620122,0.00010469090193510056
1950.png,None,0,0,0,0,29,29,0.12259090598672628,0.050154135562479496,0.23249783925712109,9.980238974094391e-05
0033.png,None,0,0,0,0,30,30,0.144517220556736,0.05153334978967905,0.24654413480311632,9.999796748161316e-05
3740.png,None,0,0,0,0,21,21,0.13399430643767118,0.05088474415242672,0.16262016259133816,8.505955338478088e-05
1906.png,None,0,0,0,0,14,14,0.12653169222176075,0.05079310014843941,0.1130422418937087,7.141474634408951e-05
3604.png,None,0,0,0,0,20,20,0.1169663555920124,0.05008377134799957,0.1565518258139491,8.120294660329819e-05
1460.png,None,0,0,0,0,24,24,0.13092004414647818,0.0500359321013093,0.1842209603637457,9.042583405971527e-05
1586.png,None,0,0,0,0,25,25,0.12261632923036814,0.04999681655317545,0.191450878046453,9.13664698600769e-05
1991.png,None,0,0,0,0,15,15,0.12470186874270439,0.05037601199001074,0.131194612942636,7.334817200899124e-05
3751.png,None,0,0,0,0,23,23,0.13195685110986233,0.05023503489792347,0.17462751735001802,8.844025433063507e-05
3334.png,None,0,0,0,0,28,28,0.13495934754610062,0.05024690181016922,0.2282622531056404,9.86224040389061e-05
0276.png,None,0,0,0,0,32,32,0.12339080590754747,0.05065737944096327,0.24648837186396122,0.00010415632277727127
3288.png,None,0,0,0,0,23,23,0.13134951516985893,0.05027154739946127,0.17349051125347614,8.635316044092178e-05
2512.png,None,0,0,0,0,20,20,0.12428339198231697,0.050218251533806324,0.16804868541657925,8.338131010532379e-05
3427.png,None,0,0,0,0,26,26,0.13500636722892523,0.050812434405088425,0.19948549941182137,9.199511259794235e-05
0273.png,None,0,0,0,0,18,18,0.13074547797441483,0.05104548949748278,0.14529073145240545,7.665809243917465e-05
0309.png,None,0,0,0,0,32,32,0.14136071503162384,0.050822931341826916,0.24605597276240587,0.00010547693818807602
2953.png,None,0,0,0,0,26,26,0.12454463168978691,0.050928182899951935,0.1992208892479539,9.442120790481567e-05
1571.png,None,0,0,0,0,28,28,0.13274187967181206,0.050666661001741886,0.21414368133991957,9.848736226558685e-05
1907.png,None,0,0,0,0,25,25,0.13488634955137968,0.051020183600485325,0.1922099543735385,9.05599445104599e-05
1752.png,None,0,0,0,0,30,30,0.12430852930992842,0.050646066665649414,0.23389842733740807,9.901262819766998e-05
1179.png,None,0,0,0,0,25,25,0.13221767265349627,0.0515543008223176,0.19501719996333122,9.166449308395386e-05
0321.png,None,0,0,0,0,14,14,0.11875530611723661,0.0507470928132534,0.11219439841806889,7.08429142832756e-05
0193.png,None,0,0,0,0,32,32,0.12539657205343246,0.05148345697671175,0.24695200193673372,0.00010559055954217911
2841.png,None,0,0,0,0,21,21,0.13690744061022997,0.051061954349279404,0.16490596067160368,8.40192660689354e-05
1999.png,None,1,0,1,0,28,27,0.12137405388057232,0.05067945085465908,0.20721882954239845,9.350012987852097e-05
1072.png,None,0,0,0,0,26,26,0.133775663562119,0.050894105806946754,0.20009669288992882,9.310711175203323e-05
0063.png,None,0,0,0,0,8,8,0.13442176766693592,0.050647128373384476,0.07083271816372871,5.8778561651706696e-05
0502.png,None,0,0,0,0,30,30,0.13629285153001547,0.05064118094742298,0.24846309330314398,0.00010124314576387405
4377.png,None,0,0,0,0,14,14,0.12257473450154066,0.051311652176082134,0.11530002765357494,7.066130638122559e-05
4300.png,None,0,0,0,0,28,28,0.1356952954083681,0.050991895608603954,0.21430984511971474,9.508337825536728e-05
0547.png,None,0,0,0,0,26,26,0.14371845126152039,0.05108141619712114,0.20043596345931292,9.304657578468323e-05
1246.png,None,0,0,0,0,13,13,0.13820174150168896,0.05108711402863264,0.10738543421030045,6.803032010793686e-05
4161.png,None,0,0,0,0,25,25,0.12079566717147827,0.05086175445467234,0.19350012857466936,9.132921695709229e-05
4459.png,None,0,0,0,0,20,20,0.13841591216623783,0.05102583393454552,0.15668842196464539,8.223392069339752e-05
4838.png,None,0,0,0,0,18,18,0.13737753685563803,0.050913017243146896,0.1446405341848731,7.695704698562622e-05
2991.png,None,0,0,0,0,10,10,0.1237608902156353,0.05104642640799284,0.08264590799808502,6.418675184249878e-05
2866.png,None,0,0,0,0,29,29,0.13858372159302235,0.05076538026332855,0.21946594305336475,0.0001012999564409256
0083.png,None,0,0,0,0,18,18,0.12895944993942976,0.05114851053804159,0.14595355559140444,7.712468504905701e-05
1817.png,None,0,0,0,0,30,30,0.12446681316941977,0.05073154158890247,0.23427314776927233,9.983498603105545e-05
2699.png,None,0,0,0,0,27,27,0.13644374441355467,0.05008919630199671,0.20621708128601313,9.299255907535553e-05
1331.png,None,0,0,0,0,10,10,0.13326585199683905,0.05013535916805267,0.0941479504108429,6.28521665930748e-05
3529.png,None,1,0,1,0,13,12,0.11669865529984236,0.05079473275691271,0.10016135964542627,6.806384772062302e-05
4433.png,None,0,0,0,0,27,27,0.13746788632124662,0.05021526571363211,0.2081126905977726,9.551737457513809e-05
2867.png,None,0,0,0,0,12,12,0.13258200697600842,0.05045004654675722,0.09851270448416471,6.81709498167038e-05
4315.png,None,0,0,0,0,17,17,0.12392866145819426,0.05016271770000458,0.13230715319514275,7.613934576511383e-05
